"Year";"Month";"Commune";"Establishments";"Rooms";"Beds";"Arrivals";"Overnight stays";"Room nights";"Room occupancy";"Bed occupancy"
"2021";"Total of the year";"Gurtnellen";4.00;32.00;102.00;4994.00;5502.00;2524.00;23.61;16.09
"2021";"Total of the year";"Einsiedeln";9.00;233.00;522.00;22601.00;42900.00;27053.00;32.65;22.99
"2021";"Total of the year";"Feusisberg";5.00;215.00;419.00;28777.00;46246.00;30134.00;38.55;30.29
"2021";"Total of the year";"Freienbach";6.00;228.00;378.00;23557.00;38413.00;27365.00;32.95;27.86
"2021";"Total of the year";"K?ssnacht (SZ)";5.00;118.00;220.00;15241.00;27360.00;18051.00;43.11;35.21
"2021";"Total of the year";"Ingenbohl";5.00;216.00;403.00;34778.00;66408.00;40447.00;51.74;45.59
"2021";"Total of the year";"Morschach";8.00;308.00;638.00;105791.00;269702.00;77702.00;70.81;119.66
"2021";"Total of the year";"Schwyz";8.00;84.00;198.00;6624.00;12666.00;8059.00;28.96;19.95
"2021";"Total of the year";"Engelberg";20.00;753.00;1487.00;76899.00;162531.00;94298.00;36.07;31.45
"2021";"Total of the year";"Sachseln";8.00;246.00;457.00;24630.00;48370.00;29206.00;34.15;30.50
"2021";"Total of the year";"Sarnen";7.00;204.00;348.00;24596.00;54921.00;37719.00;51.10;43.65
"2021";"Total of the year";"Beckenried";5.00;100.00;240.00;22058.00;37023.00;19907.00;56.33;44.66
"2021";"Total of the year";"Emmetten";5.00;166.00;363.00;16402.00;27375.00;15808.00;27.24;21.85
"2021";"Total of the year";"Glarus Nord";9.00;199.00;443.00;16912.00;34621.00;22917.00;32.41;22.01
"2021";"Total of the year";"Glarus S?d";18.00;291.00;645.00;28687.00;69721.00;31339.00;31.97;32.19
"2021";"Total of the year";"Unter?geri";4.00;106.00;185.00;8484.00;15267.00;10498.00;27.12;22.71
"2021";"Total of the year";"Zug";8.00;411.00;688.00;25474.00;77524.00;58527.00;39.24;31.06
"2021";"Total of the year";"Haut-Intyamon";3.00;32.00;63.00;1295.00;2082.00;1483.00;13.49;9.57
"2021";"Total of the year";"Bulle";5.00;180.00;376.00;23899.00;37771.00;25060.00;38.35;27.69
"2021";"Total of the year";"Gruy?res";5.00;84.00;222.00;15255.00;22184.00;12277.00;41.20;28.16
"2021";"Total of the year";"Fribourg";7.00;256.00;512.00;41072.00;64161.00;44923.00;48.46;34.56
"2021";"Total of the year";"Murten";7.00;145.00;266.00;25339.00;45409.00;29122.00;56.65;48.19
"2021";"Total of the year";"Plaffeien";5.00;98.00;260.00;17193.00;33430.00;16834.00;48.60;36.34
"2021";"Total of the year";"Egerkingen";4.00;222.00;401.00;23873.00;34903.00;24395.00;30.17;23.95
"2021";"Total of the year";"Grenchen";5.00;91.00;185.00;8034.00;15320.00;11507.00;34.67;22.72
"2021";"Total of the year";"Olten";7.00;268.00;486.00;26815.00;57850.00;43574.00;44.74;32.77
"2021";"Total of the year";"Solothurn";10.00;307.00;586.00;56904.00;89009.00;57836.00;51.74;41.78
"2021";"Total of the year";"Basel";54.00;4021.00;8025.00;437169.00;776773.00;512589.00;35.66;27.07
"2021";"Total of the year";"Liestal";5.00;150.00;263.00;11588.00;22353.00;18786.00;35.47;24.05
"2021";"Total of the year";"Pratteln";5.00;288.00;644.00;33034.00;53275.00;33570.00;32.09;22.73
"2021";"Total of the year";"Schaffhausen";10.00;363.00;690.00;56038.00;88194.00;57627.00;44.99;36.17
"2021";"Total of the year";"Hundwil";4.00;78.00;177.00;21497.00;28868.00;17618.00;63.02;45.12
"2021";"Total of the year";"Gais";5.00;178.00;269.00;7698.00;11010.00;7294.00;11.24;11.24
"2021";"Total of the year";"Teufen (AR)";4.00;42.00;74.00;4282.00;8807.00;5988.00;40.01;33.02
"2021";"Total of the year";"Heiden";4.00;95.00;174.00;16899.00;35218.00;22454.00;66.27;56.40
"2021";"Total of the year";"Appenzell";10.00;206.00;448.00;30746.00;53549.00;32117.00;46.51;35.65
"2021";"Total of the year";"Gonten";5.00;68.00;126.00;8276.00;19084.00;12646.00;53.83;44.45
"2021";"Total of the year";"St. Gallen";20.00;876.00;1647.00;95505.00;187058.00;133625.00;42.22;31.37
"2021";"Total of the year";"Rorschacherberg";3.00;104.00;188.00;19668.00;33157.00;21901.00;60.73;50.89
"2021";"Total of the year";"Altst?tten";3.00;79.00;148.00;4037.00;6160.00;4285.00;14.87;11.48
"2021";"Total of the year";"Buchs (SG)";6.00;163.00;278.00;9771.00;31894.00;22974.00;39.09;32.19
"2021";"Total of the year";"Bad Ragaz";12.00;461.00;953.00;62461.00;154289.00;96070.00;57.84;45.05
"2021";"Total of the year";"Flums";6.00;106.00;205.00;9284.00;16678.00;10894.00;33.08;26.37
"2021";"Total of the year";"Quarten";10.00;217.00;499.00;23512.00;45089.00;23203.00;30.28;25.63
"2021";"Total of the year";"Walenstadt";5.00;68.00;132.00;5943.00;11151.00;7221.00;31.30;24.85
"2021";"Total of the year";"Amden";7.00;95.00;209.00;9209.00;16826.00;9819.00;33.11;25.43
"2021";"Total of the year";"Rapperswil-Jona";5.00;92.00;161.00;9885.00;16655.00;12344.00;36.80;28.38
"2021";"Total of the year";"Eschenbach (SG)";4.00;20.00;37.00;799.00;2365.00;1474.00;21.06;17.76
"2021";"Total of the year";"Wildhaus-Alt St. Johann";19.00;446.00;983.00;35276.00;81555.00;46981.00;30.57;24.24
"2021";"Total of the year";"Neckertal";...;...;...;...;...;...;...;...
"2021";"Total of the year";"Uzwil";8.00;165.00;312.00;8264.00;28283.00;20421.00;33.92;24.85
"2021";"Total of the year";"Wil (SG)";4.00;118.00;212.00;14012.00;28078.00;21199.00;49.38;36.47
"2021";"Total of the year";"Vaz/Obervaz";17.00;800.00;1802.00;112959.00;300977.00;154509.00;58.41;50.50
"2021";"Total of the year";"Surses";13.00;335.00;772.00;23051.00;51783.00;28941.00;25.73;20.34
"2021";"Total of the year";"Poschiavo";19.00;268.00;563.00;35353.00;75672.00;42774.00;44.58;37.52
"2021";"Total of the year";"Laax";9.00;584.00;1870.00;76291.00;297584.00;127248.00;63.93;45.58
"2021";"Total of the year";"Vals";12.00;239.00;496.00;42698.00;86132.00;49254.00;57.84;48.95
"2021";"Total of the year";"Lumnezia";8.00;88.00;222.00;6209.00;14419.00;7588.00;26.33;19.92
"2021";"Total of the year";"Ilanz/Glion";7.00;113.00;192.00;11250.00;19740.00;12965.00;32.40;29.32
"2021";"Total of the year";"Rheinwald";6.00;85.00;177.00;11458.00;21501.00;13257.00;46.53;36.14
"2021";"Total of the year";"Flims";18.00;802.00;1666.00;90787.00;243033.00;135810.00;51.02;43.76
"2021";"Total of the year";"Zernez";11.00;286.00;601.00;32415.00;75172.00;42222.00;44.34;37.56
"2021";"Total of the year";"Samnaun";25.00;520.00;1117.00;51011.00;166225.00;91872.00;55.80;46.87
"2021";"Total of the year";"Scuol";35.00;803.00;1678.00;94779.00;271306.00;154536.00;57.52;48.38
"2021";"Total of the year";"Celerina/Schlarigna";10.00;406.00;819.00;33578.00;109548.00;66061.00;47.15;38.64
"2021";"Total of the year";"Pontresina";16.00;868.00;1725.00;96950.00;332983.00;183513.00;64.94;58.92
"2021";"Total of the year";"Samedan";9.00;184.00;465.00;18679.00;43396.00;24201.00;37.94;26.69
"2021";"Total of the year";"St. Moritz";28.00;2226.00;4290.00;180399.00;586198.00;340066.00;47.46;42.07
"2021";"Total of the year";"Bregaglia";16.00;266.00;625.00;24920.00;61249.00;33356.00;36.31;28.08
"2021";"Total of the year";"Val M?stair";14.00;225.00;472.00;33969.00;65298.00;38584.00;53.00;42.74
"2021";"Total of the year";"Davos";50.00;2997.00;5902.00;269912.00;706743.00;410493.00;42.60;37.28
"2021";"Total of the year";"Klosters";20.00;540.00;1183.00;47385.00;129878.00;68565.00;38.78;33.63
"2021";"Total of the year";"Chur";15.00;562.00;976.00;78289.00;130793.00;85725.00;42.02;36.89
"2021";"Total of the year";"Arosa";33.00;1254.00;2571.00;116443.00;359914.00;193968.00;48.96;44.06
"2021";"Total of the year";"Maienfeld";5.00;120.00;236.00;13792.00;23868.00;17385.00;39.81;27.86
"2021";"Total of the year";"Breil/Brigels";12.00;199.00;428.00;19762.00;54247.00;29450.00;43.96;37.62
"2021";"Total of the year";"Tujetsch";10.00;162.00;480.00;15454.00;41393.00;21308.00;38.90;25.04
"2021";"Total of the year";"Aarau";4.00;112.00;153.00;12208.00;18197.00;14375.00;35.65;33.09
"2021";"Total of the year";"Baden";9.00;422.00;661.00;30882.00;62741.00;48266.00;31.34;26.00
"2021";"Total of the year";"Lenzburg";4.00;119.00;203.00;11876.00;22466.00;17438.00;40.83;30.88
"2021";"Total of the year";"Rheinfelden";3.00;54.00;90.00;6221.00;15343.00;9606.00;48.74;46.71
"2021";"Total of the year";"Zofingen";4.00;103.00;160.00;5633.00;13073.00;10623.00;28.29;22.48
"2021";"Total of the year";"Arbon";6.00;89.00;161.00;16342.00;29044.00;18609.00;59.94;51.43
"2021";"Total of the year";"Frauenfeld";4.00;140.00;261.00;11501.00;33373.00;25032.00;50.19;35.92
"2021";"Total of the year";"Kreuzlingen";5.00;128.00;255.00;18303.00;35281.00;21814.00;47.42;38.56
"2021";"Total of the year";"Bellinzona";16.00;433.00;869.00;66634.00;110081.00;70040.00;44.73;35.06
"2021";"Total of the year";"Ascona";28.00;1085.00;2045.00;178998.00;549045.00;288492.00;77.26;77.98
"2021";"Total of the year";"Locarno";25.00;798.00;1698.00;156908.00;378627.00;194384.00;70.40;64.92
"2021";"Total of the year";"Muralto";13.00;340.00;655.00;60592.00;139685.00;77620.00;63.95;59.80
"2021";"Total of the year";"Lugano";35.00;1614.00;2912.00;264984.00;587979.00;344465.00;60.05;56.84
"2021";"Total of the year";"Paradiso";9.00;498.00;1082.00;99640.00;209359.00;112136.00;62.66;53.80
"2021";"Total of the year";"Collina d'Oro";5.00;86.00;181.00;11477.00;32789.00;16683.00;55.37;52.07
"2021";"Total of the year";"Monteceneri";4.00;38.00;70.00;2292.00;4669.00;3090.00;22.53;18.26
"2021";"Total of the year";"Chiasso";3.00;115.00;254.00;15488.00;22618.00;16302.00;39.58;24.71
"2021";"Total of the year";"Mendrisio";9.00;200.00;412.00;20952.00;37338.00;26206.00;36.07;24.91
"2021";"Total of the year";"Leysin";4.00;323.00;915.00;56443.00;130184.00;63310.00;62.35;43.05
"2021";"Total of the year";"Ollon";8.00;340.00;796.00;41453.00;83489.00;42893.00;38.27;32.95
"2021";"Total of the year";"Ormont-Dessus";5.00;196.00;397.00;17144.00;38349.00;22171.00;36.21;30.89
"2021";"Total of the year";"Bullet";4.00;82.00;181.00;13525.00;27366.00;16265.00;57.91;45.98
"2021";"Total of the year";"Lausanne";33.00;2711.00;4765.00;298481.00;597123.00;404265.00;41.12;34.58
"2021";"Total of the year";"Bourg-en-Lavaux";4.00;87.00;161.00;18405.00;30569.00;19508.00;61.53;52.11
"2021";"Total of the year";"Morges";6.00;170.00;330.00;22537.00;41672.00;27650.00;47.30;36.50
"2021";"Total of the year";"Nyon";6.00;204.00;375.00;14039.00;32416.00;23183.00;31.84;24.22
"2021";"Total of the year";"Ch?teau-d'Oex";5.00;98.00;182.00;8466.00;15941.00;10390.00;28.99;24.01
"2021";"Total of the year";"Le Chenit";5.00;87.00;188.00;9818.00;16008.00;10780.00;34.35;23.61
"2021";"Total of the year";"Montreux";18.00;1227.00;2217.00;163293.00;329292.00;196047.00;44.95;41.74
"2021";"Total of the year";"Vevey";10.00;384.00;625.00;36428.00;70531.00;45522.00;32.58;31.02
"2021";"Total of the year";"Blonay - Saint-L?gier";...;...;...;...;...;...;...;...
"2021";"Total of the year";"Yverdon-les-Bains";4.00;239.00;477.00;41385.00;72375.00;42439.00;49.64;42.47
"2021";"Total of the year";"Brig-Glis";13.00;504.00;997.00;63235.00;145521.00;95257.00;52.10;40.25
"2021";"Total of the year";"Nendaz";7.00;104.00;214.00;20411.00;37426.00;18356.00;53.47;52.73
"2021";"Total of the year";"Orsi?res";15.00;230.00;583.00;30783.00;43694.00;22800.00;30.57;23.17
"2021";"Total of the year";"Val de Bagnes";22.00;546.00;1196.00;58479.00;132633.00;76492.00;43.43;34.34
"2021";"Total of the year";"Goms";11.00;210.00;422.00;25197.00;58217.00;34146.00;50.07;42.23
"2021";"Total of the year";"Evol?ne";11.00;178.00;363.00;15933.00;28279.00;16306.00;28.83;24.42
"2021";"Total of the year";"Leukerbad";23.00;738.00;1419.00;110495.00;226974.00;128723.00;53.01;48.90
"2021";"Total of the year";"Martigny";10.00;376.00;677.00;44331.00;73700.00;50086.00;37.31;30.45
"2021";"Total of the year";"Champ?ry";10.00;265.00;569.00;25570.00;51188.00;29587.00;33.67;27.31
"2021";"Total of the year";"Saint-Maurice";3.00;90.00;156.00;9691.00;18245.00;14103.00;43.74;32.56
"2021";"Total of the year";"Sierre";5.00;133.00;268.00;17363.00;31120.00;21392.00;44.76;32.41
"2021";"Total of the year";"Anniviers";18.00;345.00;800.00;50584.00;115156.00;62735.00;55.36;43.98
"2021";"Total of the year";"Crans-Montana";23.00;896.00;1958.00;80474.00;205323.00;113431.00;37.64;31.20
"2021";"Total of the year";"Sion";5.00;222.00;416.00;39090.00;63694.00;43709.00;57.20;44.63
"2021";"Total of the year";"Saas-Fee";31.00;802.00;1689.00;98220.00;288024.00;151316.00;57.77;52.25
"2021";"Total of the year";"Saas-Grund";9.00;188.00;365.00;15848.00;52391.00;29163.00;45.76;42.33
"2021";"Total of the year";"Visp";4.00;133.00;251.00;17104.00;36030.00;27453.00;56.96;39.83
"2021";"Total of the year";"Zermatt";91.00;3076.00;6359.00;417050.00;1064727.00;567611.00;56.90;51.40
"2021";"Total of the year";"La Grande B?roche";5.00;49.00;89.00;4463.00;7456.00;4681.00;26.79;23.25
"2021";"Total of the year";"La Chaux-de-Fonds";6.00;172.00;288.00;19508.00;30865.00;22715.00;37.17;30.13
"2021";"Total of the year";"Neuch?tel";13.00;479.00;852.00;81057.00;135451.00;88502.00;51.79;44.71
"2021";"Total of the year";"Lat?na";...;...;...;...;...;...;...;...
"2021";"Total of the year";"Gen?ve";75.00;5973.00;9916.00;479801.00;1102356.00;800695.00;37.11;30.81
"2021";"Total of the year";"Lancy";3.00;334.00;699.00;29242.00;54958.00;37141.00;30.47;21.54
"2021";"Total of the year";"Meyrin";7.00;1123.00;1657.00;92386.00;139033.00;108681.00;26.75;23.26
"2021";"Total of the year";"Vernier";3.00;300.00;638.00;21013.00;47396.00;28746.00;26.25;20.35
"2021";"Total of the year";"Del?mont";8.00;187.00;373.00;17900.00;31824.00;23362.00;34.45;23.54
"2021";"Total of the year";"Saignel?gier";5.00;89.00;192.00;17284.00;27636.00;15632.00;51.45;42.87
"2021";"Total of the year";"Porrentruy";8.00;79.00;141.00;9766.00;17222.00;11447.00;40.57;33.98
"2021";"Total of the year";"Clos du Doubs";4.00;40.00;90.00;7892.00;11612.00;6357.00;45.90;37.45
"2021";"Total of the year";"Moutier (JU)";...;...;...;...;...;...;...;...
"2022";"Total of the year";"Kloten";7.00;1238.00;2325.00;243430.00;367999.00;237439.00;52.54;43.45
"2022";"Total of the year";"Opfikon";10.00;2288.00;3868.00;365176.00;609612.00;439961.00;52.73;43.21
"2022";"Total of the year";"D?bendorf";5.00;164.00;239.00;20845.00;37532.00;29351.00;50.59;44.73
"2022";"Total of the year";"Uster";6.00;187.00;329.00;13196.00;37917.00;26733.00;40.06;32.12
"2022";"Total of the year";"Winterthur";17.00;747.00;1445.00;90236.00;165803.00;115328.00;42.76;31.81
"2022";"Total of the year";"Z?rich";123.00;9037.00;17292.00;1745522.00;3284911.00;2140836.00;64.98;52.10
"2022";"Total of the year";"W?denswil";4.00;69.00;122.00;7335.00;12961.00;9546.00;39.94;30.66
"2022";"Total of the year";"Horgen";4.00;88.00;126.00;8340.00;14161.00;10790.00;35.28;32.18
"2022";"Total of the year";"Langenthal";5.00;160.00;309.00;20792.00;31944.00;26292.00;45.59;28.66
"2022";"Total of the year";"Bern";36.00;2388.00;4396.00;472457.00;820916.00;528850.00;60.77;51.25
"2022";"Total of the year";"K?niz";5.00;63.00;144.00;7364.00;17552.00;11759.00;53.12;34.78
"2022";"Total of the year";"Biel/Bienne";7.00;338.00;516.00;52315.00;87405.00;68358.00;56.01;46.83
"2022";"Total of the year";"Burgdorf";4.00;100.00;242.00;23067.00;34196.00;20816.00;58.39;39.89
"2022";"Total of the year";"Adelboden";16.00;638.00;1318.00;81453.00;202890.00;109528.00;52.82;47.36
"2022";"Total of the year";"Aeschi bei Spiez";5.00;93.00;187.00;9738.00;18911.00;9866.00;30.00;28.70
"2022";"Total of the year";"Kandersteg";15.00;339.00;680.00;60254.00;118202.00;63183.00;53.62;50.00
"2022";"Total of the year";"Reichenbach im Kandertal";9.00;153.00;402.00;17881.00;42060.00;23543.00;44.63;30.37
"2022";"Total of the year";"Beatenberg";11.00;310.00;760.00;54423.00;136384.00;62055.00;57.86;51.62
"2022";"Total of the year";"Brienz (BE)";11.00;273.00;590.00;54668.00;94942.00;50018.00;54.05;47.32
"2022";"Total of the year";"Grindelwald";43.00;1544.00;3401.00;311947.00;709503.00;356314.00;68.83;62.26
"2022";"Total of the year";"Interlaken";27.00;1527.00;3153.00;301678.00;657435.00;352388.00;64.46;58.22
"2022";"Total of the year";"Lauterbrunnen";41.00;1331.00;2780.00;182551.00;473170.00;250464.00;58.23;52.62
"2022";"Total of the year";"Matten bei Interlaken";5.00;186.00;368.00;20383.00;51929.00;28472.00;42.82;39.67
"2022";"Total of the year";"Unterseen";11.00;317.00;705.00;60443.00;130480.00;66867.00;60.53;53.05
"2022";"Total of the year";"Wilderswil";10.00;323.00;680.00;43448.00;105497.00;59883.00;52.39;43.84
"2022";"Total of the year";"Moutier (BE)";4.00;42.00;76.00;1810.00;3508.00;2789.00;18.62;13.20
"2022";"Total of the year";"Diemtigen";7.00;92.00;226.00;5097.00;11936.00;6011.00;24.09;19.00
"2022";"Total of the year";"Spiez";13.00;425.00;732.00;75573.00;137930.00;88255.00;57.34;52.04
"2022";"Total of the year";"Hasliberg";10.00;276.00;618.00;32876.00;75985.00;41586.00;48.80;39.45
"2022";"Total of the year";"Innertkirchen";8.00;140.00;328.00;17191.00;27413.00;15554.00;34.35;25.73
"2022";"Total of the year";"Meiringen";10.00;238.00;550.00;28813.00;50384.00;28459.00;33.90;26.09
"2022";"Total of the year";"Lenk";14.00;397.00;777.00;56690.00;122917.00;69049.00;52.86;48.25
"2022";"Total of the year";"Saanen";27.00;1050.00;2129.00;144163.00;368675.00;209416.00;60.46;52.91
"2022";"Total of the year";"Langnau im Emmental";4.00;47.00;92.00;6425.00;10193.00;7009.00;42.31;31.45
"2022";"Total of the year";"Schangnau";4.00;45.00;90.00;7055.00;9367.00;5559.00;38.80;32.52
"2022";"Total of the year";"Sigriswil";9.00;381.00;646.00;54515.00;157023.00;100153.00;74.45;69.10
"2022";"Total of the year";"Thun";15.00;416.00;687.00;72822.00;126800.00;83699.00;57.03;52.24
"2022";"Total of the year";"Herzogenbuchsee";3.00;34.00;60.00;2310.00;4063.00;2917.00;23.90;18.90
"2022";"Total of the year";"Emmen";5.00;288.00;393.00;15245.00;33225.00;26632.00;25.41;23.23
"2022";"Total of the year";"Kriens";4.00;259.00;551.00;68873.00;118075.00;61762.00;65.35;58.74
"2022";"Total of the year";"Luzern";54.00;3074.00;6063.00;583780.00;1099435.00;670428.00;60.15;50.00
"2022";"Total of the year";"Meggen";3.00;34.00;68.00;7692.00;13285.00;6793.00;57.10;55.84
"2022";"Total of the year";"Vitznau";8.00;301.00;664.00;40930.00;83587.00;48463.00;47.55;36.79
"2022";"Total of the year";"Weggis";22.00;845.00;1504.00;94979.00;214817.00;137931.00;45.87;40.20
"2022";"Total of the year";"Sursee";6.00;147.00;262.00;18913.00;36400.00;25348.00;48.84;39.65
"2022";"Total of the year";"Andermatt";13.00;476.00;995.00;88495.00;183243.00;104327.00;64.53;54.55
"2022";"Total of the year";"Gurtnellen";5.00;35.00;108.00;5093.00;5992.00;2781.00;24.30;16.81
"2022";"Total of the year";"Einsiedeln";9.00;238.00;531.00;30047.00;57217.00;34955.00;40.37;29.61
"2022";"Total of the year";"Feusisberg";5.00;216.00;421.00;29659.00;50578.00;36711.00;46.57;32.92
"2022";"Total of the year";"Freienbach";5.00;217.00;356.00;31118.00;51143.00;37433.00;47.63;39.73
"2022";"Total of the year";"K?ssnacht (SZ)";6.00;126.00;233.00;19810.00;33516.00;22633.00;50.04;39.93
"2022";"Total of the year";"Ingenbohl";5.00;220.00;413.00;33637.00;62017.00;39952.00;50.59;41.80
"2022";"Total of the year";"Morschach";8.00;310.00;672.00;95116.00;234655.00;79101.00;72.46;99.60
"2022";"Total of the year";"Schwyz";8.00;93.00;218.00;8897.00;16978.00;10614.00;33.93;23.53
"2022";"Total of the year";"Engelberg";22.00;912.00;1837.00;116387.00;254663.00;150125.00;46.88;39.61
"2022";"Total of the year";"Sachseln";10.00;273.00;507.00;30844.00;58306.00;36502.00;38.45;33.05
"2022";"Total of the year";"Sarnen";8.00;214.00;366.00;24319.00;57195.00;40693.00;52.36;43.07
"2022";"Total of the year";"Beckenried";5.00;98.00;230.00;23672.00;38180.00;21621.00;60.51;46.09
"2022";"Total of the year";"Emmetten";5.00;163.00;356.00;22059.00;36168.00;21658.00;38.31;29.68
"2022";"Total of the year";"Glarus Nord";10.00;256.00;583.00;28588.00;58014.00;33449.00;36.37;27.76
"2022";"Total of the year";"Glarus S?d";18.00;256.00;591.00;29522.00;67998.00;30615.00;37.35;36.25
"2022";"Total of the year";"Unter?geri";4.00;108.00;188.00;10134.00;17265.00;13181.00;33.44;25.16
"2022";"Total of the year";"Zug";8.00;413.00;708.00;41324.00;109873.00;86862.00;58.00;42.82
"2022";"Total of the year";"Haut-Intyamon";4.00;33.00;64.00;1766.00;2900.00;1944.00;16.92;12.81
"2022";"Total of the year";"Bulle";5.00;213.00;429.00;36822.00;61337.00;40450.00;53.32;39.83
"2022";"Total of the year";"Gruy?res";6.00;88.00;222.00;21207.00;29208.00;16037.00;52.00;38.26
"2022";"Total of the year";"Fribourg";7.00;241.00;482.00;48247.00;72053.00;49051.00;56.39;41.39
"2022";"Total of the year";"Murten";8.00;157.00;279.00;25133.00;38139.00;25750.00;47.84;39.77
"2022";"Total of the year";"Plaffeien";6.00;115.00;294.00;14946.00;29462.00;15510.00;38.29;28.24
"2022";"Total of the year";"Egerkingen";4.00;220.00;397.00;33260.00;49154.00;32710.00;40.88;34.07
"2022";"Total of the year";"Grenchen";5.00;91.00;185.00;9718.00;18012.00;13222.00;39.93;26.81
"2022";"Total of the year";"Olten";8.00;285.00;513.00;37947.00;72902.00;53217.00;51.24;39.06
"2022";"Total of the year";"Solothurn";9.00;303.00;582.00;60363.00;95393.00;65845.00;59.78;45.00
"2022";"Total of the year";"Basel";59.00;4482.00;8921.00;698372.00;1289536.00;867070.00;53.41;39.89
"2022";"Total of the year";"Liestal";5.00;158.00;280.00;15783.00;27231.00;21225.00;37.15;26.94
"2022";"Total of the year";"Pratteln";5.00;296.00;667.00;48860.00;78733.00;47803.00;44.51;32.50
"2022";"Total of the year";"Schaffhausen";11.00;378.00;725.00;62572.00;102166.00;70176.00;51.48;39.04
"2022";"Total of the year";"Hundwil";4.00;79.00;187.00;21968.00;28874.00;17838.00;62.84;42.87
"2022";"Total of the year";"Gais";5.00;178.00;269.00;7269.00;11278.00;7390.00;11.37;11.49
"2022";"Total of the year";"Teufen (AR)";4.00;45.00;81.00;4172.00;8362.00;5904.00;36.70;28.83
"2022";"Total of the year";"Heiden";4.00;80.00;154.00;11219.00;21992.00;13937.00;53.89;44.43
"2022";"Total of the year";"Appenzell";10.00;212.00;454.00;30886.00;50425.00;31384.00;44.13;33.04
"2022";"Total of the year";"Gonten";5.00;68.00;146.00;7557.00;19739.00;13299.00;54.90;38.30
"2022";"Total of the year";"St. Gallen";21.00;1003.00;1906.00;143879.00;265651.00;188784.00;52.25;38.59
"2022";"Total of the year";"Rorschacherberg";3.00;104.00;188.00;19122.00;31280.00;22085.00;60.83;47.68
"2022";"Total of the year";"Altst?tten";5.00;93.00;178.00;6538.00;11619.00;8867.00;26.24;18.02
"2022";"Total of the year";"Buchs (SG)";6.00;162.00;288.00;13099.00;34605.00;27442.00;46.88;33.50
"2022";"Total of the year";"Bad Ragaz";12.00;494.00;1013.00;64857.00;158596.00;102270.00;58.43;44.29
"2022";"Total of the year";"Flums";6.00;101.00;195.00;10174.00;18682.00;12253.00;37.13;29.73
"2022";"Total of the year";"Quarten";10.00;221.00;528.00;30572.00;59260.00;29957.00;38.74;31.80
"2022";"Total of the year";"Walenstadt";4.00;60.00;118.00;6458.00;11835.00;7739.00;36.87;29.08
"2022";"Total of the year";"Amden";8.00;100.00;218.00;10541.00;19740.00;11605.00;36.64;28.30
"2022";"Total of the year";"Rapperswil-Jona";6.00;196.00;286.00;20041.00;37288.00;31508.00;45.60;36.95
