"Year";"Month";"Commune";"Establishments";"Rooms";"Beds";"Arrivals";"Overnight stays";"Room nights";"Room occupancy";"Bed occupancy"
"2022";"Total of the year";"Eschenbach (SG)";4.00;22.00;42.00;728.00;2575.00;1633.00;21.42;17.61
"2022";"Total of the year";"Wildhaus-Alt St. Johann";19.00;461.00;1012.00;40231.00;88190.00;51399.00;32.54;25.66
"2022";"Total of the year";"Neckertal";...;...;...;...;...;...;...;...
"2022";"Total of the year";"Uzwil";8.00;158.00;300.00;11402.00;38865.00;28464.00;49.54;35.51
"2022";"Total of the year";"Wil (SG)";4.00;116.00;220.00;16378.00;29528.00;22986.00;54.47;36.85
"2022";"Total of the year";"Vaz/Obervaz";16.00;773.00;1724.00;103768.00;269326.00;141353.00;55.15;46.94
"2022";"Total of the year";"Surses";14.00;404.00;923.00;29718.00;69211.00;36498.00;26.42;22.26
"2022";"Total of the year";"Poschiavo";21.00;280.00;590.00;37232.00;71400.00;41119.00;40.68;33.56
"2022";"Total of the year";"Laax";9.00;634.00;2032.00;71409.00;278037.00;120830.00;56.74;40.15
"2022";"Total of the year";"Vals";11.00;239.00;489.00;37136.00;74108.00;41347.00;48.88;43.12
"2022";"Total of the year";"Lumnezia";6.00;64.00;151.00;5558.00;13215.00;7202.00;34.92;27.44
"2022";"Total of the year";"Ilanz/Glion";6.00;106.00;176.00;12799.00;23629.00;15728.00;41.73;38.28
"2022";"Total of the year";"Rheinwald";6.00;89.00;188.00;10688.00;19409.00;12081.00;40.64;30.90
"2022";"Total of the year";"Flims";18.00;763.00;1608.00;87615.00;239623.00;135200.00;53.92;45.55
"2022";"Total of the year";"Zernez";11.00;289.00;605.00;33367.00;67747.00;38986.00;41.77;34.51
"2022";"Total of the year";"Samnaun";24.00;485.00;1042.00;44936.00;155643.00;87387.00;55.68;45.95
"2022";"Total of the year";"Scuol";33.00;782.00;1648.00;91150.00;263553.00;148329.00;57.46;48.46
"2022";"Total of the year";"Celerina/Schlarigna";9.00;395.00;781.00;35930.00;104839.00;65187.00;46.64;37.89
"2022";"Total of the year";"Pontresina";17.00;962.00;1944.00;103479.00;341247.00;198632.00;61.78;52.32
"2022";"Total of the year";"Samedan";8.00;175.00;452.00;24556.00;51652.00;29791.00;48.83;33.72
"2022";"Total of the year";"St. Moritz";30.00;2366.00;4576.00;262542.00;788114.00;446715.00;57.82;52.39
"2022";"Total of the year";"Bregaglia";16.00;266.00;641.00;25713.00;59814.00;33287.00;37.53;27.97
"2022";"Total of the year";"Val M?stair";13.00;209.00;437.00;26092.00;54721.00;32948.00;49.09;39.10
"2022";"Total of the year";"Davos";54.00;3364.00;6627.00;306648.00;830116.00;501497.00;45.70;38.32
"2022";"Total of the year";"Klosters";21.00;560.00;1232.00;52093.00;150036.00;80839.00;43.26;36.50
"2022";"Total of the year";"Chur";15.00;564.00;979.00;122694.00;191798.00;126674.00;61.80;53.89
"2022";"Total of the year";"Arosa";34.00;1264.00;2554.00;130097.00;402592.00;220320.00;53.94;48.70
"2022";"Total of the year";"Maienfeld";5.00;124.00;242.00;19939.00;30691.00;21952.00;49.58;35.50
"2022";"Total of the year";"Breil/Brigels";11.00;186.00;406.00;17256.00;44183.00;24289.00;38.49;32.13
"2022";"Total of the year";"Tujetsch";10.00;163.00;486.00;19670.00;54559.00;27240.00;51.08;33.73
"2022";"Total of the year";"Aarau";4.00;132.00;152.00;18324.00;28423.00;22509.00;46.96;51.65
"2022";"Total of the year";"Baden";9.00;460.00;732.00;48685.00;106623.00;83958.00;50.01;39.91
"2022";"Total of the year";"Lenzburg";3.00;113.00;189.00;14737.00;26748.00;22105.00;54.36;39.34
"2022";"Total of the year";"Rheinfelden";4.00;62.00;105.00;6841.00;17920.00;9686.00;42.93;46.96
"2022";"Total of the year";"Zofingen";4.00;108.00;169.00;9141.00;17523.00;14173.00;36.21;28.64
"2022";"Total of the year";"Arbon";7.00;111.00;202.00;18880.00;33647.00;21652.00;55.63;47.41
"2022";"Total of the year";"Frauenfeld";4.00;149.00;282.00;13666.00;33411.00;27782.00;52.01;32.97
"2022";"Total of the year";"Kreuzlingen";6.00;137.00;272.00;23835.00;42645.00;27343.00;55.54;43.66
"2022";"Total of the year";"Bellinzona";16.00;439.00;886.00;66599.00;99223.00;65515.00;41.44;31.12
"2022";"Total of the year";"Ascona";29.00;1095.00;2051.00;153258.00;449046.00;256425.00;66.27;62.04
"2022";"Total of the year";"Locarno";24.00;780.00;1643.00;136663.00;298849.00;169532.00;62.13;52.11
"2022";"Total of the year";"Muralto";15.00;360.00;693.00;57899.00;126550.00;71512.00;56.09;51.53
"2022";"Total of the year";"Lugano";35.00;1633.00;2917.00;279324.00;563584.00;349583.00;60.14;54.37
"2022";"Total of the year";"Paradiso";9.00;518.00;1123.00;107474.00;195031.00;115630.00;61.16;47.58
"2022";"Total of the year";"Collina d'Oro";5.00;91.00;187.00;8410.00;19076.00;11270.00;35.77;29.59
"2022";"Total of the year";"Monteceneri";4.00;38.00;71.00;2495.00;4271.00;2808.00;20.37;16.60
"2022";"Total of the year";"Chiasso";4.00;123.00;265.00;15178.00;28681.00;17576.00;40.09;30.14
"2022";"Total of the year";"Mendrisio";9.00;198.00;413.00;26791.00;45223.00;31977.00;45.38;30.69
"2022";"Total of the year";"Leysin";4.00;307.00;886.00;75953.00;176351.00;75521.00;78.01;59.83
"2022";"Total of the year";"Ollon";8.00;357.00;752.00;45958.00;104951.00;54664.00;51.22;47.13
"2022";"Total of the year";"Ormont-Dessus";6.00;221.00;443.00;23764.00;59304.00;36186.00;48.77;39.81
"2022";"Total of the year";"Bullet";4.00;84.00;188.00;10446.00;22641.00;14141.00;49.76;37.91
"2022";"Total of the year";"Lausanne";34.00;2848.00;4960.00;428445.00;857058.00;599069.00;57.79;47.49
"2022";"Total of the year";"Bourg-en-Lavaux";4.00;88.00;161.00;18137.00;29448.00;21037.00;67.48;51.66
"2022";"Total of the year";"Morges";6.00;179.00;352.00;27924.00;51860.00;34505.00;53.46;40.89
"2022";"Total of the year";"Nyon";8.00;279.00;548.00;28223.00;59661.00;45141.00;44.99;30.28
"2022";"Total of the year";"Ch?teau-d'Oex";5.00;99.00;184.00;9480.00;19420.00;12992.00;36.20;29.20
"2022";"Total of the year";"Le Chenit";6.00;129.00;272.00;15224.00;24513.00;16906.00;37.32;25.78
"2022";"Total of the year";"Montreux";19.00;1311.00;2406.00;218894.00;427276.00;257912.00;54.19;48.97
"2022";"Total of the year";"Vevey";11.00;404.00;652.00;43574.00;91132.00;60810.00;41.29;38.34
"2022";"Total of the year";"Blonay - Saint-L?gier";4.00;144.00;282.00;17179.00;29901.00;18037.00;34.73;29.36
"2022";"Total of the year";"Yverdon-les-Bains";5.00;266.00;529.00;44566.00;75233.00;46895.00;48.54;39.15
"2022";"Total of the year";"Brig-Glis";13.00;520.00;1056.00;84009.00;192756.00;123172.00;65.26;50.23
"2022";"Total of the year";"Nendaz";6.00;100.00;206.00;17366.00;32958.00;17046.00;53.50;49.81
"2022";"Total of the year";"Orsi?res";14.00;220.00;561.00;41725.00;55327.00;27935.00;38.06;29.88
"2022";"Total of the year";"Val de Bagnes";22.00;588.00;1280.00;63404.00;183635.00;100649.00;52.48;44.11
"2022";"Total of the year";"Goms";11.00;211.00;421.00;25647.00;58853.00;34389.00;48.67;41.85
"2022";"Total of the year";"Evol?ne";12.00;180.00;374.00;20079.00;35562.00;20869.00;35.76;29.20
"2022";"Total of the year";"Leukerbad";24.00;751.00;1435.00;102705.00;214484.00;124306.00;49.74;44.98
"2022";"Total of the year";"Martigny";9.00;369.00;664.00;57260.00;91705.00;63001.00;46.83;37.89
"2022";"Total of the year";"Champ?ry";11.00;288.00;606.00;34706.00;70231.00;41186.00;42.67;35.17
"2022";"Total of the year";"Saint-Maurice";3.00;90.00;156.00;11692.00;21800.00;17224.00;53.60;39.02
"2022";"Total of the year";"Sierre";6.00;138.00;276.00;20452.00;33990.00;22143.00;45.25;34.76
"2022";"Total of the year";"Anniviers";19.00;423.00;1043.00;54477.00;152059.00;77653.00;58.14;46.47
"2022";"Total of the year";"Crans-Montana";26.00;871.00;1961.00;84008.00;221562.00;123878.00;41.99;33.63
"2022";"Total of the year";"Sion";6.00;329.00;636.00;61762.00;96331.00;64108.00;53.45;41.54
"2022";"Total of the year";"Saas-Fee";28.00;672.00;1455.00;86843.00;262675.00;141788.00;61.61;52.80
"2022";"Total of the year";"Saas-Grund";10.00;207.00;403.00;22811.00;64407.00;36302.00;51.21;46.59
"2022";"Total of the year";"Visp";4.00;134.00;252.00;22866.00;41009.00;30440.00;62.84;45.11
"2022";"Total of the year";"Zermatt";97.00;3320.00;6830.00;581552.00;1481092.00;793572.00;71.37;64.55
"2022";"Total of the year";"La Grande B?roche";5.00;59.00;111.00;7079.00;12583.00;7681.00;35.49;31.17
"2022";"Total of the year";"La Chaux-de-Fonds";7.00;191.00;312.00;17501.00;27714.00;19606.00;28.35;24.59
"2022";"Total of the year";"Neuch?tel";15.00;560.00;974.00;92383.00;156230.00;111636.00;54.68;44.01
"2022";"Total of the year";"Lat?na";...;...;...;...;...;...;...;...
"2022";"Total of the year";"Gen?ve";86.00;6720.00;11200.00;895919.00;2006611.00;1448150.00;59.26;49.28
"2022";"Total of the year";"Lancy";3.00;334.00;699.00;46953.00;93685.00;60095.00;49.29;36.72
"2022";"Total of the year";"Meyrin";10.00;1791.00;2643.00;268412.00;459373.00;338478.00;52.07;47.83
"2022";"Total of the year";"Vernier";3.00;300.00;638.00;46170.00;84364.00;49738.00;45.42;36.23
"2022";"Total of the year";"Del?mont";8.00;209.00;415.00;21938.00;38700.00;29564.00;39.61;26.02
"2022";"Total of the year";"Saignel?gier";6.00;94.00;200.00;14078.00;23247.00;15012.00;45.81;33.38
"2022";"Total of the year";"Porrentruy";8.00;77.00;143.00;9101.00;14453.00;9710.00;36.02;28.85
"2022";"Total of the year";"Clos du Doubs";5.00;43.00;99.00;6270.00;10427.00;5907.00;39.36;30.28
"2022";"Total of the year";"Moutier (JU)";...;...;...;...;...;...;...;...
"2023";"Total of the year";"Kloten";7.00;1387.00;2388.00;315106.00;464684.00;340067.00;67.17;53.31
"2023";"Total of the year";"Opfikon";10.00;2286.00;3870.00;465796.00;742327.00;531904.00;63.79;52.57
"2023";"Total of the year";"D?bendorf";5.00;172.00;257.00;25029.00;46349.00;30873.00;50.31;50.80
"2023";"Total of the year";"Uster";6.00;183.00;322.00;15533.00;45873.00;34620.00;52.50;39.27
"2023";"Total of the year";"Winterthur";19.00;808.00;1523.00;106438.00;196959.00;145079.00;49.63;35.79
"2023";"Total of the year";"Z?rich";125.00;9228.00;17833.00;2093483.00;3831641.00;2453857.00;72.91;58.90
"2023";"Total of the year";"W?denswil";4.00;69.00;122.00;7475.00;12367.00;8926.00;36.33;28.43
"2023";"Total of the year";"Horgen";4.00;88.00;126.00;8731.00;14436.00;11016.00;35.81;32.59
"2023";"Total of the year";"Langenthal";4.00;147.00;286.00;22351.00;34649.00;27956.00;52.66;33.52
"2023";"Total of the year";"Bern";41.00;2878.00;5169.00;601276.00;1044046.00;670821.00;63.97;55.43
"2023";"Total of the year";"K?niz";5.00;65.00;146.00;8187.00;20437.00;13867.00;61.09;40.24
"2023";"Total of the year";"Biel/Bienne";7.00;356.00;592.00;62108.00;99209.00;74291.00;57.11;45.88
"2023";"Total of the year";"Burgdorf";4.00;100.00;242.00;23759.00;35164.00;21000.00;59.51;41.37
"2023";"Total of the year";"Adelboden";17.00;663.00;1389.00;90906.00;220370.00;122769.00;56.19;48.02
"2023";"Total of the year";"Aeschi bei Spiez";6.00;112.00;225.00;17770.00;27978.00;14733.00;37.49;35.26
"2023";"Total of the year";"Kandersteg";14.00;329.00;664.00;63027.00;122335.00;64418.00;55.69;52.20
"2023";"Total of the year";"Reichenbach im Kandertal";9.00;156.00;405.00;17244.00;38423.00;22295.00;41.01;27.47
"2023";"Total of the year";"Beatenberg";11.00;311.00;764.00;62629.00;141394.00;67380.00;62.15;52.91
"2023";"Total of the year";"Brienz (BE)";12.00;292.00;633.00;66613.00;112778.00;57588.00;56.88;51.29
"2023";"Total of the year";"Grindelwald";43.00;1546.00;3404.00;381803.00;830170.00;399679.00;75.58;71.46
"2023";"Total of the year";"Interlaken";27.00;1589.00;3255.00;393194.00;804544.00;420798.00;73.19;68.26
"2023";"Total of the year";"Lauterbrunnen";39.00;1220.00;2594.00;199318.00;498608.00;255929.00;63.61;58.30
"2023";"Total of the year";"Matten bei Interlaken";5.00;187.00;370.00;25883.00;61685.00;35651.00;54.84;48.42
"2023";"Total of the year";"Unterseen";12.00;336.00;760.00;80248.00;173959.00;85645.00;72.28;64.95
"2023";"Total of the year";"Wilderswil";10.00;335.00;694.00;62038.00;128554.00;70544.00;58.84;51.72
"2023";"Total of the year";"Moutier (BE)";4.00;44.00;78.00;1902.00;3483.00;2841.00;19.08;13.28
"2023";"Total of the year";"Diemtigen";7.00;92.00;228.00;4645.00;11801.00;6178.00;21.89;16.84
"2023";"Total of the year";"Spiez";12.00;413.00;707.00;79488.00;144834.00;90896.00;60.76;56.55
"2023";"Total of the year";"Hasliberg";12.00;313.00;708.00;42506.00;94259.00;49751.00;45.75;38.25
"2023";"Total of the year";"Innertkirchen";8.00;139.00;322.00;18604.00;28555.00;16128.00;36.34;28.04
"2023";"Total of the year";"Meiringen";10.00;258.00;601.00;35216.00;62711.00;35284.00;40.65;31.27
"2023";"Total of the year";"Lenk";14.00;399.00;780.00;57624.00;118604.00;68205.00;49.40;44.04
"2023";"Total of the year";"Saanen";27.00;1008.00;2048.00;144665.00;362602.00;204751.00;62.20;54.70
"2023";"Total of the year";"Langnau im Emmental";4.00;47.00;92.00;7195.00;10753.00;7650.00;46.31;33.24
"2023";"Total of the year";"Schangnau";4.00;45.00;90.00;7669.00;10552.00;6037.00;40.16;34.88
"2023";"Total of the year";"Sigriswil";9.00;288.00;540.00;55400.00;119368.00;66992.00;69.73;66.44
"2023";"Total of the year";"Thun";15.00;437.00;728.00;85745.00;149745.00;97733.00;62.82;57.91
"2023";"Total of the year";"Herzogenbuchsee";3.00;41.00;75.00;3075.00;5276.00;3684.00;24.82;19.45
"2023";"Total of the year";"Emmen";4.00;274.00;378.00;18158.00;34236.00;26655.00;26.85;25.02
"2023";"Total of the year";"Kriens";4.00;258.00;551.00;82992.00;142288.00;71662.00;76.10;70.75
"2023";"Total of the year";"Luzern";56.00;3230.00;6354.00;730983.00;1328369.00;776318.00;66.14;57.54
"2023";"Total of the year";"Meggen";3.00;34.00;68.00;9152.00;15675.00;7843.00;64.39;64.35
"2023";"Total of the year";"Vitznau";8.00;294.00;651.00;42120.00;87486.00;49974.00;48.13;37.85
"2023";"Total of the year";"Weggis";21.00;820.00;1473.00;96630.00;212252.00;135319.00;46.58;40.71
"2023";"Total of the year";"Sursee";5.00;139.00;240.00;25292.00;44472.00;31437.00;63.13;51.80
"2023";"Total of the year";"Andermatt";11.00;444.00;998.00;70068.00;152220.00;72672.00;46.57;43.67
"2023";"Total of the year";"Gurtnellen";4.00;43.00;124.00;6941.00;7520.00;3504.00;23.03;16.97
"2023";"Total of the year";"Einsiedeln";8.00;210.00;464.00;30685.00;56070.00;36758.00;48.13;33.21
"2023";"Total of the year";"Feusisberg";5.00;215.00;419.00;28365.00;47499.00;35163.00;45.42;31.33
"2023";"Total of the year";"Freienbach";5.00;212.00;350.00;33433.00;56914.00;40650.00;52.85;44.84
"2023";"Total of the year";"K?ssnacht (SZ)";6.00;141.00;259.00;24108.00;38820.00;26523.00;52.75;41.95
"2023";"Total of the year";"Ingenbohl";6.00;221.00;415.00;38930.00;59769.00;37690.00;47.11;39.81
"2023";"Total of the year";"Morschach";8.00;461.00;1274.00;118836.00;266958.00;114974.00;69.64;58.62
"2023";"Total of the year";"Schwyz";9.00;127.00;297.00;12567.00;20443.00;12210.00;27.69;20.45
"2023";"Total of the year";"Engelberg";24.00;939.00;1898.00;151452.00;324371.00;170080.00;51.15;48.38
"2023";"Total of the year";"Sachseln";9.00;265.00;491.00;33282.00;62966.00;39272.00;41.93;36.39
"2023";"Total of the year";"Sarnen";7.00;211.00;362.00;26398.00;59361.00;41970.00;54.90;45.25
"2023";"Total of the year";"Beckenried";6.00;105.00;267.00;24711.00;41618.00;22899.00;60.17;42.96
"2023";"Total of the year";"Emmetten";4.00;157.00;328.00;20300.00;34619.00;20146.00;36.75;30.71
"2023";"Total of the year";"Glarus Nord";11.00;300.00;682.00;35041.00;71483.00;41394.00;38.19;29.06
"2023";"Total of the year";"Glarus S?d";21.00;275.00;630.00;30104.00;64051.00;30060.00;33.11;30.86
"2023";"Total of the year";"Unter?geri";4.00;108.00;188.00;15958.00;25084.00;17775.00;45.09;36.55
"2023";"Total of the year";"Zug";9.00;420.00;724.00;43525.00;109693.00;91415.00;60.35;41.95
"2023";"Total of the year";"Haut-Intyamon";4.00;31.00;67.00;2522.00;3962.00;2393.00;22.07;17.11
"2023";"Total of the year";"Bulle";6.00;229.00;447.00;41405.00;69291.00;49142.00;58.67;42.49
"2023";"Total of the year";"Gruy?res";6.00;92.00;240.00;20149.00;28122.00;16502.00;51.66;34.61
"2023";"Total of the year";"Fribourg";7.00;256.00;501.00;49985.00;74739.00;52242.00;56.36;41.20
"2023";"Total of the year";"Murten";8.00;154.00;275.00;22600.00;34722.00;24860.00;46.83;36.72
"2023";"Total of the year";"Plaffeien";6.00;110.00;279.00;16115.00;29837.00;15672.00;40.44;30.49
"2023";"Total of the year";"Egerkingen";4.00;217.00;392.00;46686.00;71916.00;46653.00;59.05;50.41
"2023";"Total of the year";"Grenchen";5.00;91.00;185.00;9471.00;18738.00;13915.00;42.41;28.01
"2023";"Total of the year";"Olten";8.00;289.00;519.00;45064.00;78083.00;58401.00;55.27;41.22
"2023";"Total of the year";"Solothurn";10.00;305.00;587.00;59600.00;97637.00;69011.00;62.31;45.75
"2023";"Total of the year";"Basel";59.00;4644.00;9195.00;798666.00;1463684.00;965018.00;57.28;43.87
"2023";"Total of the year";"Liestal";5.00;158.00;280.00;16416.00;27365.00;21369.00;37.52;27.17
"2023";"Total of the year";"Pratteln";6.00;297.00;668.00;45724.00;82332.00;54631.00;50.65;33.87
"2023";"Total of the year";"Schaffhausen";11.00;393.00;747.00;65715.00;107560.00;74806.00;53.15;40.21
"2023";"Total of the year";"Hundwil";4.00;79.00;187.00;20369.00;26528.00;17108.00;60.48;39.50
"2023";"Total of the year";"Gais";5.00;184.00;273.00;9460.00;13164.00;10561.00;15.86;13.36
"2023";"Total of the year";"Teufen (AR)";4.00;40.00;72.00;4129.00;7589.00;5514.00;37.82;29.30
"2023";"Total of the year";"Heiden";5.00;98.00;187.00;15643.00;29234.00;18210.00;52.18;43.62
"2023";"Total of the year";"Appenzell";10.00;204.00;432.00;30428.00;49049.00;29569.00;42.89;33.66
"2023";"Total of the year";"Gonten";5.00;70.00;150.00;9493.00;20267.00;12986.00;55.87;41.09
"2023";"Total of the year";"St. Gallen";23.00;1045.00;1945.00;154023.00;293745.00;209281.00;55.39;41.70
"2023";"Total of the year";"Rorschacherberg";3.00;104.00;188.00;19013.00;30405.00;21875.00;60.02;46.17
"2023";"Total of the year";"Altst?tten";5.00;98.00;188.00;7758.00;14483.00;11498.00;32.78;21.37
"2023";"Total of the year";"Buchs (SG)";6.00;163.00;291.00;15278.00;32877.00;24293.00;40.89;31.13
"2023";"Total of the year";"Bad Ragaz";13.00;509.00;1058.00;67259.00;156942.00;99172.00;55.06;42.11
"2023";"Total of the year";"Flums";6.00;103.00;207.00;10912.00;21159.00;12584.00;39.61;33.53
"2023";"Total of the year";"Quarten";10.00;219.00;519.00;31195.00;58559.00;29593.00;39.90;33.02
"2023";"Total of the year";"Walenstadt";4.00;60.00;118.00;6079.00;9876.00;6427.00;30.69;24.33
"2023";"Total of the year";"Amden";7.00;92.00;203.00;9398.00;18991.00;10940.00;39.28;30.51
"2023";"Total of the year";"Rapperswil-Jona";6.00;195.00;283.00;22502.00;40656.00;36232.00;51.49;39.93
"2023";"Total of the year";"Eschenbach (SG)";4.00;22.00;42.00;994.00;2310.00;1497.00;19.29;15.51
"2023";"Total of the year";"Wildhaus-Alt St. Johann";19.00;453.00;1001.00;43759.00;96343.00;58363.00;37.99;28.61
"2023";"Total of the year";"Neckertal";8.00;109.00;201.00;6649.00;16163.00;9959.00;27.80;24.66
"2023";"Total of the year";"Uzwil";8.00;158.00;302.00;12018.00;37719.00;29235.00;50.87;34.23
"2023";"Total of the year";"Wil (SG)";4.00;119.00;225.00;20362.00;34256.00;25529.00;58.78;41.71
"2023";"Total of the year";"Vaz/Obervaz";16.00;818.00;1806.00;97818.00;255532.00;133695.00;48.91;42.29
"2023";"Total of the year";"Surses";13.00;312.00;741.00;28289.00;62027.00;33685.00;32.45;25.52
"2023";"Total of the year";"Poschiavo";20.00;271.00;572.00;39677.00;76211.00;43949.00;44.43;36.52
"2023";"Total of the year";"Laax";8.00;618.00;1977.00;63167.00;246745.00;104461.00;48.12;35.37
"2023";"Total of the year";"Vals";11.00;240.00;486.00;34305.00;67815.00;38046.00;44.68;39.48
"2023";"Total of the year";"Lumnezia";7.00;55.00;132.00;4924.00;10619.00;5741.00;35.62;27.33
"2023";"Total of the year";"Ilanz/Glion";5.00;102.00;179.00;13651.00;24053.00;15630.00;44.40;39.46
"2023";"Total of the year";"Rheinwald";6.00;88.00;195.00;10336.00;18584.00;11418.00;37.38;27.68
"2023";"Total of the year";"Flims";17.00;731.00;1534.00;70819.00;204078.00;118474.00;48.72;39.97
"2023";"Total of the year";"Zernez";11.00;282.00;599.00;35560.00;69210.00;40387.00;43.33;34.80
"2023";"Total of the year";"Samnaun";24.00;498.00;1048.00;46006.00;154911.00;86001.00;52.06;44.69
"2023";"Total of the year";"Scuol";32.00;774.00;1645.00;89747.00;250306.00;137292.00;55.28;47.46
"2023";"Total of the year";"Celerina/Schlarigna";8.00;402.00;792.00;38576.00;113869.00;68212.00;48.81;41.15
"2023";"Total of the year";"Pontresina";18.00;985.00;2083.00;108170.00;347049.00;200500.00;62.46;51.10
"2023";"Total of the year";"Samedan";7.00;139.00;290.00;21215.00;45084.00;23513.00;47.34;43.53
"2023";"Total of the year";"St. Moritz";30.00;2362.00;4557.00;284041.00;783253.00;437192.00;55.24;51.13
"2023";"Total of the year";"Bregaglia";14.00;260.00;624.00;21795.00;52624.00;29045.00;33.98;25.63
"2023";"Total of the year";"Val M?stair";15.00;222.00;461.00;27129.00;54774.00;33095.00;45.07;35.88
"2023";"Total of the year";"Davos";52.00;3244.00;6377.00;314279.00;810299.00;487518.00;45.39;38.35
"2023";"Total of the year";"Klosters";20.00;526.00;1166.00;52077.00;140162.00;74275.00;43.33;36.65
"2023";"Total of the year";"Chur";16.00;580.00;1027.00;140285.00;212188.00;141482.00;66.90;56.67
"2023";"Total of the year";"Arosa";34.00;1391.00;2760.00;132496.00;403516.00;214500.00;49.03;46.41
"2023";"Total of the year";"Maienfeld";5.00;122.00;238.00;20053.00;32835.00;23870.00;53.98;38.01
"2023";"Total of the year";"Breil/Brigels";11.00;180.00;393.00;15153.00;39119.00;21826.00;37.56;30.59
"2023";"Total of the year";"Tujetsch";9.00;149.00;431.00;17191.00;49968.00;22552.00;47.76;35.79
"2023";"Total of the year";"Aarau";4.00;134.00;155.00;21122.00;33663.00;26140.00;53.82;60.01
"2023";"Total of the year";"Baden";9.00;458.00;749.00;58924.00;128786.00;102577.00;61.36;47.11
"2023";"Total of the year";"Lenzburg";3.00;113.00;189.00;16316.00;28176.00;23496.00;57.24;41.08
"2023";"Total of the year";"Rheinfelden";3.00;64.00;107.00;9189.00;23390.00;13166.00;56.23;59.98
"2023";"Total of the year";"Zofingen";4.00;106.00;167.00;10118.00;18838.00;15129.00;38.92;30.97
"2023";"Total of the year";"Arbon";6.00;130.00;261.00;22520.00;34873.00;22227.00;49.32;38.76
"2023";"Total of the year";"Frauenfeld";5.00;167.00;315.00;15454.00;36221.00;29944.00;49.89;32.00
"2023";"Total of the year";"Kreuzlingen";6.00;150.00;294.00;23859.00;44430.00;29806.00;56.17;42.60
"2023";"Total of the year";"Bellinzona";17.00;425.00;862.00;65834.00;99198.00;66389.00;43.37;31.99
"2023";"Total of the year";"Ascona";29.00;1114.00;2126.00;149023.00;420261.00;237446.00;61.40;56.97
"2023";"Total of the year";"Locarno";22.00;753.00;1589.00;127309.00;275214.00;156726.00;59.69;49.86
"2023";"Total of the year";"Muralto";15.00;367.00;711.00;61094.00;130386.00;74592.00;57.16;51.48
"2023";"Total of the year";"Lugano";37.00;1654.00;2971.00;291796.00;561421.00;345649.00;58.33;52.77
"2023";"Total of the year";"Paradiso";9.00;510.00;1107.00;110707.00;193859.00;111899.00;60.16;48.02
"2023";"Total of the year";"Collina d'Oro";5.00;88.00;181.00;6919.00;16168.00;9455.00;29.60;24.75
"2023";"Total of the year";"Monteceneri";4.00;38.00;71.00;2365.00;4535.00;2951.00;21.33;17.53
